project_id,name,coingecko-id,description,token_image_url,ticker,website_url,webapp_url,contract_url,coingecko_url,llama_url,dune_url,rekt_url,whitepaper_url,github_url,docs_url,twitter_url,discord_url,telegram_url,medium_url,tag1,tag2,tag3,tag4
175,ASCII Punks,,ASCII Punks is a NFT project that has created NFT avatars made of 12x12 lines of ASCII text and is generated entirely on-chain,,,https://asciipunks.com/,,,,,,,,,,,,,,nft,,,
176,DeFi Llama jpegged,,,,,https://defillama.com/jpegged/,,,,,,,,,,,,,,nft,metrics,,
177,Rotki,,"A portfolio tracking, analytics, accounting and tax reporting application that protects your privacy.",,,https://rotki.com/,,,,,,,,,,,,,,portfolio,app,,
178,Crypto security 101,,A medium article for newcomers entering the space to gain some best-practices for crypto security.,,,https://medium.com/mycrypto/the-10-best-things-you-can-do-to-not-lose-your-crypto-dba4f5c05c7,,,,,,,,,,,,,,security,learning,,
179,Crypto scam db,,"CryptoScamDB is dedicated to creating a safer cryptospace by educating the public on best security practices, uncovering malicious actors, and exposing scams, as well as providing scam detection services that can be integrated into existing products.",,,https://www.cryptoscamdb.org/scams,,,,,,,,,,,,,,security,developer,,
180,DNS checker,,Check DNS Propagation worldwide. DNS Checker provides name server propagation check instantly. Changed nameservers so do a DNS lookup and check if DNS and nameservers have propagated.,,,https://dnschecker.org/,,,,,,,,,,,,,,security,,,
181,UrlScan,,urlscan.io - Website scanner for suspicious and malicious URLs,,,https://urlscan.io/,,,,,,,,,,,,,,security,,,
182,Ledger,,"Buy, exchange and grow your crypto securely with a Ledger hardware wallet, combined with the Ledger Live app. It’s never been easier to keep your crypto safe and accessible.",,,https://www.ledger.com/,,,,,,,,,,,,,,wallet,hardware,,
183,Trezor,,Hardware wallet is a special type of security device allowing users to store their cryptocurrency holdings. Trezor is the world’s first and most secure cryptocurrency hardware wallet. It enables you to make secure payments and manage cryptocurrencies without exposing any sensitive information to a potentially compromised computer.,,,https://trezor.io/,,,,,,,,,,,,,,wallet,hardware,,
184,Onto,,"ONTO is the first truly decentralized cross-chain wallet that allows users to manage their digital identities, data, and digital assets. It integrates various functions such as identity and credit, digital assets and NFTs, financial lending, cross-chain swap, news push, and various practical dApps, as well as supporting multiple mainstream public chains and their diversified digital assets.",,,https://www.onto.app/,,,,,,,,,,,,,,wallet,,,
185,MyCrypto,,MyCrypto is a Ethereum based wallet that enables users to unify all their Ethereum accounts without giving up privary or security,,,https://mycrypto.com/,,,,,,,,,,,,,,wallet,portfolio,app,
186,Edge,,Edge is a multi-asset supported cryptocurrency wallet that enables users to safely store their assets on a single platform. Edge also offers the ability for users to swap assets between eachother as well as onboard fiat into the cryptocurrency ecosystem.,,,https://edge.app/,,,,,,,,,,,,,,wallet,,,
187,Math wallet,,"Math Wallet is a multi-asset wallet that enables users to store and trade cryptocurrencies on multiple platforms. Currently, mobile, browser extension, web wallet and hardware wallet is supported. Math Wallet also supports built in staking & swapping.",https://assets.coingecko.com/coins/images/11335/small/2020-05-19-token-200.png?1589940590,,https://mathwallet.org/,,,,,,,,,,,,,,wallet,,,
188,MEW,,"MEW (MyEtherWallet) is a free, client-side interface helping you interact with the Ethereum blockchain. The easy-to-use, open-source platform allows you to generate wallets, interact with smart contracts, and so much more.",,,https://www.myetherwallet.com/,,,,,,,,,,,,,,wallet,,,
189,Metamask,,"MetaMask is a software cryptocurrency wallet used to interact with the Ethereum blockchain. It allows users to access their Ethereum wallet through a browser extension or mobile app, which can then be used to interact with decentralized applications.",,,https://metamask.io/,,,,,,,,,,https://twitter.com/MetaMask,,,,wallet,,,
190,Trust wallet,,"Trust Wallet is a multi-functional wallet platform that lets users buy, store, collect NFTs as well as exchange assets between eachother. Over 160k supported coins.",https://assets.coingecko.com/coins/images/11085/small/Trust.png?1588062702,,https://trustwallet.com/,,,,,,,,,,,,,,wallet,,,
191,Rainbow,,"If you haven’t gotten started with crypto or Ethereum yet, download Rainbow today and start exploring!",https://rainbow.me/resources/css/images/rainbow-logo.png,,https://rainbow.me/,,,,,,,,,,,,,,wallet,app,learning,
192,Loopring,,"Loopring is a Ethereum based wallet that has zkRollup-based Trading, Transfers & AMMs implemented",https://assets.coingecko.com/coins/images/913/thumb/LRC.png?1572852344,,https://loopring.io/#/,https://exchange.loopring.io/swap,https://loopring.readthedocs.io/en/latest/English/token/,https://www.coingecko.com/en/coins/loopring,,,,https://loopring.org/resources/en_whitepaper.pdf,https://github.com/Loopring,https://docs3.loopring.io/en/,https://twitter.com/loopringorg,https://discord.com/invite/KkYccYp,https://t.me/loopring_en,https://medium.com/loopring-protocol,wallet,,,
193,Enzyme,,"Enzyme is a decentralised asset management infrastructure built on Ethereum. Using Enzyme Smart Vaults, individuals and communities can build, scale and monetise investment (or execution) strategies that employ the newest innovations in decentralised finance. Enzyme allows anyone to build, scale and monetise non-custodial Smart Vaults which can be used for creating interesting investment strategies - from discretionary and robo to ETF’s, market making, lending, yield farming and more.",,,https://enzyme.finance/,,,,,,,,,,,,,,yield,,,
194,DeFiSafety,,DeFi Safety is an independent ratings organization that evaluates Decentralized Finance products to produce an overarching security score based on transparency and adherence to best practices.,,,https://www.defisafety.com/,,,,,,,,,,ttps://twitter.com/DefiSafety,ttps://discord.com/invite/pzUw5V2E65,https://t.me/joinchat/qU8a07WUG1Q3YTBh,https://medium.com/defi-safety,security,developer,,
